,coin,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt
0,RVNUSDT,278647.0,0.02441,0.0243,0.02444,6801.773270000001,4623.683615999999
0,COTIUSDT,876860.0,0.15994999999999998,0.15812,0.16085,140253.75699999998,17620.731799999998
0,SCUSDT,13322756.0,0.011795,0.01151,0.011889,157141.90702,18428.614155
0,SOLUSDT,346.92,104.226,104.07,104.2,36158.083920000005,27355.155960000004
0,DUSKUSDT,51.0,0.29085,0.2904,0.2907,14.83335,0.0
0,NEOUSDT,10.48,12.729,12.71,12.73,133.39992,0.0
0,ZRXUSDT,4237.0,0.3635,0.363,0.3635,1540.1495,525.621
0,COSUSDT,696046.3,0.00672,0.00671,0.00674,4677.431136,4292.266944000001
0,ZECUSDT,64.302,27.691499999999998,27.65,27.71,1780.618833,696.8012144999999
0,ANKRUSDT,145692.6,0.031035,0.03099,0.03111,4521.569841,3368.5482105
0,OMGUSDT,7567.5,0.75085,0.749,0.751,5682.057375,2001.0903350000003
0,ALGOUSDT,52430.0,0.1941,0.1938,0.1941,10176.663,5328.4331999999995
0,ARKUSDT,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993
0,HOTUSDT,504239.0,0.0023695,0.002366,0.00237,1194.7943105,1417.4822900000001
0,KEYUSDT,283598.0,0.0072250000000000005,0.007214,0.007225,2048.99555,3326.9391
0,IOSTUSDT,431396.0,0.009825,0.0098,0.00982,4238.4657,2187.2808
0,BATUSDT,14541.0,0.2586,0.2582,0.2589,3760.3026,344.9724
0,NULSUSDT,5965.0,0.2737,0.2733,0.275,1632.6205,1632.6205
0,XLMUSDT,50.0,0.11695,0.1168,0.117,5.8475,8091.65355
0,EOSUSDT,17052.6,0.8015000000000001,0.8,0.801,13667.6589,0.0
0,VITEUSDT,64679.3,0.02417,0.02411,0.02418,1563.2986810000002,405.519426
0,ICXUSDT,10952.4,0.255,0.2546,0.2549,2792.862,0.0
0,THETAUSDT,14090.8,1.315,1.313,1.318,18529.402,22063.201499999996
0,WINUSDT,27452968.0,0.00012535,0.0001249,0.0001254,3441.2295388000002,59.42216750000001
0,IOTAUSDT,16586.0,0.27190000000000003,0.2715,0.2726,4509.7334,3831.6148000000003
0,ONEUSDT,601441.0,0.020479999999999998,0.02043,0.02051,12317.51168,7989.6698879999985
0,CELRUSDT,104569.9,0.023795,0.02376,0.0238,2488.2407705,1232.2145569999998
0,TFUELUSDT,32509.0,0.050485,0.05041,0.05055,1641.216865,1478.30177
0,WAVESUSDT,5313.08,2.4459999999999997,2.44,2.447,12995.793679999999,7245.5412
0,BNBUSDT,25.633999999999997,383.07349999999997,382.5,382.9,9819.706098999997,0.0
0,CREAMUSDT,82.865,16.174,16.15,16.2,1340.25851,1070.751148
0,DENTUSDT,5130016.0,0.0014485000000000001,0.001442,0.001449,7430.828176000001,367.872648
0,VETUSDT,481084.2,0.04446,0.04435,0.0445,21389.003532,13329.503693999999
0,ADAUSDT,85730.4,0.5925,0.5916,0.5926,50795.262,47323.68600000001
0,DOGEUSDT,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115
0,ATOMUSDT,330.12,10.4145,10.399,10.411,3438.03474,5802.959400000001
0,FETUSDT,44181.0,1.0825,1.0766,1.085,47825.9325,22658.89
0,MATICUSDT,16413.8,0.9975,0.9956,0.9968,16372.7655,0.0
0,DASHUSDT,126.777,30.4255,30.38,30.44,3857.2536135,1837.2742429999998
0,ZILUSDT,440483.7,0.024155000000000003,0.02412,0.02421,10639.883773500002,14317.545326500003
0,FTMUSDT,26846.0,0.4215,0.4209,0.4216,11315.589,6970.767
0,XRPUSDT,708.0,0.5452,0.5444,0.545,386.0016,47370.7924
0,LINKUSDT,246.35999999999999,18.4575,18.43,18.45,4547.1897,11562.14715
